Bank Name,Cert #,Assets QoQ Pct,Cash QoQ Pct,Securities QoQ Pct,Loans QoQ Pct,Total Deposits QoQ Pct,Core QoQ Pct,Assets,Cash,Securities,Loans,Total Deposits,Core Deposits,Risk Prediction,City,State,S/A Ratio,C/A Ratio,L/D Ratio
Bank of Star Valley,34148.0,-0.01089081709135431,0.059614717112113746,-0.028591784689345645,0.038713153236358044,-0.03194518788138312,-0.06382160578865004,370820000.0,12211000.0,145889000.0,202440000.0,316491000.0,279981000.0,Risky,Afton,WY,0.39342268486057924,0.032929723315894506,0.6396390418684892
First United Bank and Trust Company,34150.0,0.001539899400598399,0.054516514126542015,-0.0313283492777664,0.022157553777985672,0.022988203342082736,0.026439984435993047,544379000.0,7950000.0,127885000.0,349491000.0,505482000.0,490665000.0,Risky,Madisonville,KY,0.2349190545557415,0.014603796252243381,0.6914014742364714
The First Bank,34217.0,-0.01947799580682208,-0.4190471323180154,-0.033909557914304944,0.008841794782337375,-0.02487123572216965,-0.023364572747067158,7851326000.0,193247000.0,1862576000.0,4964913000.0,6510298000.0,6311776000.0,Risky,Hattiesburg,MS,0.23723075567108026,0.024613294620551993,0.7626245373099665
"City First Bank, National Association",34352.0,0.02453214856644581,-0.6473396764332086,-0.019785670433339564,0.06258335448738683,-0.015544546150661698,0.018590990484342207,1233716000.0,10267000.0,322516000.0,824621000.0,727676000.0,659282000.0,Risky,Washington,DC,0.2614183491176251,0.00832201252152035,1.1332255014594408
Security National Bank of South Dakota,34394.0,-0.026807050000226762,-0.7965629354389224,-0.03899232686710574,0.02205646520884552,-0.060135131432579536,-0.06118615260756777,214627000.0,3066000.0,69009000.0,124279000.0,171515000.0,167920000.0,Risky,Dakota Dunes,SD,0.32152991002995895,0.014285248361110205,0.7245955164271346
Hiawatha Bank and Trust Company,34488.0,0.03450995576014404,0.09062912450505944,-0.009694192297523552,0.024800434833580187,-0.020020148072341204,-0.017597032849428595,144280000.0,4958000.0,33711000.0,96156000.0,122570000.0,120253000.0,Risky,Hiawatha,IA,0.23364984751871362,0.03436373717771001,0.7844986538304642
Encore Bank,34562.0,0.0565492384185311,0.17165951831078852,-0.051010173877429454,0.09355280699840418,-0.04082035611863999,0.02062381656562562,4025348000.0,35513000.0,815615000.0,2957016000.0,2705817000.0,1870385000.0,Risky,Little Rock,AR,0.20261974865278728,0.008822342813590279,1.0928366552505213
People's Bank of Commerce,34685.0,0.002191874039976449,0.9885143757976127,-0.060588884579815594,0.006174152006900302,-0.03343432236457289,-0.03620157281347047,812956000.0,26489000.0,220430000.0,501608000.0,662632000.0,652985000.0,Risky,Medford,OR,0.2711462858998519,0.03258355925781961,0.7569933235943933
Charter Bank,34686.0,0.003490409775067871,0.09611328713467904,-0.037481282278519656,0.026561475687772784,-0.02017162168131814,-0.038640467214416385,209012000.0,3638000.0,62993000.0,136236000.0,177443000.0,163459000.0,Risky,Johnston,IA,0.30138460949610546,0.01740569919430463,0.7677733131202696
EagleBank,34742.0,-0.005275983510026672,0.09616152466314265,-0.02553257258458186,0.002987690631111928,0.03283696799565772,0.005543241835038515,10982157000.0,183937000.0,2547176000.0,7688690000.0,7754101000.0,5349663000.0,Risky,Bethesda,MD,0.23193767854529854,0.01674871339027479,0.9915643347952264
Virginia National Bank,34755.0,0.00766464931874733,-0.1511242167342426,-0.03833712151960389,0.035721411821245885,-0.035352167915296495,-0.051493304340593404,1583414000.0,29939000.0,473869000.0,965485000.0,1350315000.0,1277206000.0,Risky,Charlottesville,VA,0.29927043716930635,0.018907878798595946,0.7150072390516287
Portage Community Bank,34760.0,0.0015320526416582325,-0.370737219969421,-0.034958712554999716,0.030699228023979064,0.0017391060105658163,-0.003836038661909291,486367000.0,9466000.0,112077000.0,338192000.0,427974000.0,416276000.0,Risky,Ravenna,OH,0.2304370979116593,0.019462669136680738,0.7902162280886222
American Business Bank,34788.0,0.006062459027423417,0.6523400906808559,-0.02956942901293691,0.008389445157795716,0.05782482210735296,0.037318470212657884,3902636000.0,88192000.0,1215802000.0,2472220000.0,3254031000.0,3101159000.0,Risky,Los Angeles,CA,0.3115335378446773,0.022598059362953653,0.7597407646085732
Resource Bank,34803.0,0.017873919579105557,-0.2321109559229545,-0.05025806231093943,0.049110966560804714,0.0004334764433824301,-0.013668279491064306,996751000.0,23641000.0,222289000.0,712873000.0,796236000.0,665984000.0,Risky,Covington,LA,0.22301357109247946,0.023718059976864835,0.8953036536906144
Premier Bank,34849.0,-0.009702873792649336,-0.13089614070790023,-0.017394835696639466,-0.0026486334178641435,-0.05143700922150185,-0.055442821856654056,382019000.0,11958000.0,87105000.0,265470000.0,291003000.0,269979000.0,Risky,Dubuque,IA,0.22801221928752236,0.03130210801033456,0.9122586365089019
Legends Bank,34936.0,0.006073221006283713,-0.4455785248802382,0.10659087682291135,0.015692878142963718,-0.00616171987217029,-0.010052404290760375,846343000.0,25693000.0,218233000.0,555519000.0,756945000.0,700085000.0,Risky,Clarksville,TN,0.2578540851640529,0.030357668226711865,0.7338961219111032
Commerce Bank,34938.0,-0.018747039613092986,-0.4827251133664435,-0.05341055341055345,0.03362516786558256,-0.04365621678331333,-0.046043249647143125,157444000.0,4791000.0,41188000.0,99289000.0,138557000.0,130445000.0,Risky,Corinth,MS,0.26160412591143517,0.03042986712735957,0.7165931710415209
American Bank and Trust Company,34955.0,0.049207373508336705,0.2299181570172779,-0.016659859038647085,0.07772589705241595,0.03419696773009484,0.03404489733302962,531668000.0,16230000.0,113150000.0,366069000.0,462073000.0,444873000.0,Risky,Davenport,IA,0.21282078289458836,0.03052656921236561,0.7922319633477827
Lone Star Capital Bank,35015.0,-0.007336436599769791,-0.340801151355241,-0.015649621609192255,0.018396718946790624,-0.011320515469727455,0.07100263800020934,479389000.0,13741000.0,145549000.0,283818000.0,421043000.0,378789000.0,Risky,San Antonio,TX,0.3036135580916542,0.028663569668891026,0.6740831696525058
Community First Bank,35020.0,0.025702468901938502,-0.07655840939644798,-0.01592783331650338,0.042215511725283816,-0.05902968664101149,-0.08391756209265455,649762000.0,13051000.0,146179000.0,464208000.0,547720000.0,520060000.0,Risky,New Iberia,LA,0.2249731440127308,0.020085816037256718,0.8475279339808661
Sauk Valley Bank & Trust Company,35131.0,0.020158810447125974,0.02458512599877083,0.029969767104676803,0.01724873326001819,0.05958914700565243,0.04382765385453746,635309000.0,16670000.0,191802000.0,395901000.0,555052000.0,502817000.0,Risky,Sterling,IL,0.3019034831869216,0.026239200137256044,0.7132683063929145
The Murray Bank,35161.0,0.0425241112005168,0.03572694407031962,-0.027258138641312102,0.08582113061815977,0.006387245072626779,0.0010258168297250236,459946000.0,14611000.0,129113000.0,292973000.0,411552000.0,379599000.0,Risky,Murray,KY,0.28071338809338486,0.03176677262113378,0.7118735907005677
State Bank,35169.0,-0.07127140606738147,-0.662699003124535,-0.01742370957193451,-0.056174357827654675,-0.08925861743869701,-0.07121072105603421,365529000.0,4534000.0,79627000.0,270138000.0,304296000.0,254283000.0,Risky,Freeport,IL,0.2178404449441768,0.012403940590213089,0.8877474564240082
Wyoming Community Bank,35220.0,0.005050550117340569,-0.045082982412682715,-0.04668530645279967,0.04270914700057604,0.00917194878658556,0.013897662665824484,225266000.0,3855000.0,77739000.0,132154000.0,199811000.0,189390000.0,Risky,Riverton,WY,0.34509868333436916,0.017113101844042154,0.6613950182922862
Twin City Bank,35261.0,0.009273483193573462,-0.24093536521282188,-0.019010061175994797,0.05255005580738481,0.012188967225901237,0.0007085824893713344,71613000.0,2889000.0,19403000.0,46208000.0,66184000.0,57903000.0,Risky,Longview,WA,0.2709424266543784,0.04034183737589544,0.6981747854466336
Yampa Valley Bank,35407.0,0.027839410342364035,-0.04975196965275752,-0.02743827665140619,0.05589716593038019,-0.031739403950364786,-0.03231031267860773,598515000.0,6513000.0,190342000.0,389115000.0,526391000.0,509627000.0,Risky,Steamboat Spring,CO,0.31802377551105654,0.010881932783639508,0.7392128664813798
Peoples Bank of Middle Tennessee,35604.0,-0.036752546773146766,-0.13462692538507703,-0.035396084611188594,-0.018047256798206512,-0.0399954218277081,-0.06359803984507073,170673000.0,4326000.0,47745000.0,104685000.0,150978000.0,131277000.0,Risky,Shelbyville,TN,0.2797454781951451,0.025346715649223955,0.6933791678257759
First Community Bank of Central Alabama,57124.0,-0.0052922142406437445,-0.03969095591577032,-0.03433077191387712,0.0314770568385887,-0.006969434870140345,-0.026264948324850934,565938000.0,12678000.0,182722000.0,337162000.0,536166000.0,498973000.0,Risky,Wetumpka,AL,0.3228657556128056,0.0224017471878545,0.6288388297654085
Main Street Bank Corp.,57162.0,-0.028149628077391187,-0.5361490315903603,-0.03243708871127182,0.018157511719107067,-0.053510749541909264,-0.054989594539967435,597342000.0,18824000.0,137034000.0,412029000.0,493296000.0,441833000.0,Risky,Wheeling,WV,0.2294062697751037,0.03151293563821061,0.8352571275664105
The Freedom Bank of Virginia,57184.0,0.026765746470873708,-0.11351465428548813,0.04561496425046352,0.026122296761835306,0.032066466244111025,0.0552735297149467,1041276000.0,33604000.0,217169000.0,726393000.0,903214000.0,829216000.0,Risky,Fairfax,VA,0.20856045851436122,0.03227194326960383,0.8042313338810072
Stifel Bank and Trust,57311.0,-0.07874048867453864,-0.7764615843086259,-0.0005085225895651302,-0.07676690231086836,-0.09931835857562354,-0.057622606787894215,19318086000.0,132020000.0,4495055000.0,14358231000.0,17228850000.0,17052743000.0,Risky,Saint Louis,MO,0.23268635412431646,0.006834010367279657,0.8333830174387727
Forcht Bank,57415.0,-0.010935264557302093,-0.2160236472327003,-0.04029921581395857,0.007272948525534506,-0.021113304740508765,-0.03252313813683938,1494641000.0,35540000.0,347809000.0,993292000.0,1294098000.0,1252720000.0,Risky,Lexington,KY,0.232704040635845,0.0237782852203305,0.7675554710694245
Pathfinder Bank,57497.0,-0.013848528780641911,0.1390642406238396,-0.017722334626338654,-0.022235871960473497,-0.039235069362090313,-0.049914475630967736,1385601000.0,36810000.0,381109000.0,872324000.0,1109916000.0,789846000.0,Risky,Oswego,NY,0.27504959941570484,0.026566089372048664,0.7859369537874938
CedarStone Bank,57684.0,0.018243853124887188,-0.1578293289146645,-0.026474341851423167,0.052536576613801955,0.00896276415796482,-0.0031361122086132065,282023000.0,4066000.0,65602000.0,193592000.0,223682000.0,201845000.0,Risky,Lebanon,TN,0.2326122337539846,0.014417263840183247,0.8654786706127449
Truxton Trust Company,57825.0,0.036450962547517785,0.8023616112553387,0.07316562010660688,0.003110906729272056,0.010141912284081345,0.08940567766196161,952088000.0,21522000.0,271395000.0,621683000.0,786547000.0,635032000.0,Risky,Nashville,TN,0.2850524321281226,0.02260505331439951,0.7903952338512511
Bank of Bozeman,57952.0,0.05003413725019845,0.35834411384217324,-0.011826707610590126,0.04016006860082899,-0.038520749665327925,-0.04481064580749783,113809000.0,2100000.0,23813000.0,80058000.0,86187000.0,80106000.0,Risky,Bozeman,MT,0.20923652786686467,0.01845196777056296,0.9288871871627972
Two Rivers Bank & Trust,58013.0,0.0070663125017251804,-0.21999816782704285,-0.04486421514497074,0.029686613015078356,0.007898345914874927,0.004258690340840365,948590000.0,17029000.0,195480000.0,687461000.0,845153000.0,830301000.0,Risky,Burlington,IA,0.20607427866623093,0.017951907568074722,0.8134160323633709
NobleBank & Trust,58111.0,0.023217208803501643,-0.045585727403909204,0.012436074050310442,0.021318062506997526,0.007985401259553049,-0.01178655325331135,398803000.0,14551000.0,107300000.0,246298000.0,367325000.0,337382000.0,Risky,Anniston,AL,0.26905514752898047,0.03648668640907917,0.6705179337099298
First Pacific Bank,58218.0,0.058107736494744655,-0.390296743697479,-0.012792217346523693,0.09644847656603739,0.04593598029962087,-0.007712252295155708,415557000.0,9287000.0,114061000.0,266369000.0,320252000.0,300044000.0,Risky,Whittier,CA,0.2744773881802015,0.02234831804060574,0.8317481233528596
River Bank & Trust,58255.0,0.03210257889300694,0.2083374605555477,-0.04937457044673543,0.07334782884713054,0.006621301684136549,0.002730246659308433,3084710000.0,85392000.0,760738000.0,2028885000.0,2683289000.0,2461058000.0,Risky,Prattville,AL,0.24661572724826644,0.0276823429106788,0.7561187035760963
Eagle Bank,58282.0,0.0381350322687406,0.03456402199528674,-0.005936087103620036,0.05745147344820323,0.03719815099034629,0.007212902180079528,125469000.0,2634000.0,32320000.0,85367000.0,114209000.0,74568000.0,Risky,Polson,MT,0.2575935091536555,0.020993233388326996,0.7474629845283647
Citywide Banks,58458.0,0.43618105576322463,0.919722665461683,0.3803398951584951,0.4258831297982202,0.4270375848316499,0.34378395488605373,15098165000.0,271898000.0,4635474000.0,8978595000.0,13236597000.0,10205550000.0,Risky,Denver,CO,0.30702234344372314,0.018008678538087245,0.6783159599102397
FineMark National Bank & Trust,58486.0,0.004692023190459471,-0.5426708285687796,-0.00682513468387036,0.051748442701359254,-0.08000429649697349,-0.0852494653404996,3800338000.0,73989000.0,1092107000.0,2441959000.0,2663739000.0,2623242000.0,Risky,Fort Myers,FL,0.28737101805155224,0.01946905775223151,0.9167410921265184
Beneficial State Bank,58490.0,-0.025820771899224493,-0.4488326986725506,-0.03652097021575296,0.01421597976511979,-0.03069103349877278,-0.03340608281661572,1755998000.0,61949000.0,422764000.0,1184086000.0,1523144000.0,1477028000.0,Risky,Oakland,CA,0.24075426054016008,0.035278513984640075,0.7773959651877957
The Community Bank,58517.0,-0.016726751052765,-0.1283524904214559,-0.04322887830805,-0.007209848177235467,-0.01633773101164404,-0.03670562848408565,159012000.0,2730000.0,43203000.0,100245000.0,147329000.0,133922000.0,Risky,Bridgeport,TX,0.2716964757376802,0.01716851558372953,0.6804159398353345
Solera National Bank,58534.0,0.02145663657848984,-0.2934457438128909,0.007969241337810073,0.038309286317668834,-0.019397156892542622,-0.003169324770380677,1174288000.0,2598000.0,378562000.0,736262000.0,932417000.0,811159000.0,Risky,Lakewood,CO,0.32237577153134495,0.0022124044527407245,0.7896273877460407
South Atlantic Bank,58689.0,0.0322629204249103,0.0592483918293647,-0.009907187294522335,0.04369858734511123,0.016569505184098166,0.03077560717154615,1522338000.0,37544000.0,313202000.0,1082520000.0,1285689000.0,1206193000.0,Risky,Myrtle Beach,SC,0.20573749062297597,0.02466206584871428,0.8419765588723245
Intracoastal Bank,58692.0,-0.007108177129071636,-0.7245864555351336,-0.02447485507301872,0.028253344559827864,-0.0448995812194527,-0.0705200524714994,491824000.0,3896000.0,127387000.0,340721000.0,442222000.0,384748000.0,Risky,Palm Coast,FL,0.2590093204073002,0.007921532906080223,0.7704750102889499
Black Hills Community Bank,58723.0,-0.009717224088823695,-0.5700197238658777,-0.018454188207190247,0.047426815710473136,-0.040491553596585184,-0.07822880996546822,464506000.0,13516000.0,107653000.0,326926000.0,386182000.0,319520000.0,Risky,Rapid City,SD,0.23175803972392175,0.029097578933318408,0.8465593942752381
Redstone Bank,58826.0,0.06772771615420736,0.5110042537451451,-0.014033525330728658,0.09167792775694261,-0.05612716342909352,-0.08086964114205886,236412000.0,8170000.0,68642000.0,143798000.0,181822000.0,157902000.0,Risky,Centennial,CO,0.29034905165558433,0.034558313452785816,0.7908723916797747
Lakeside Bank,58961.0,-0.008715272251031081,-0.060894927793981646,-0.025036427134167538,0.0022252477181956554,-0.06345230153435621,-0.08052097079580012,354986000.0,13201000.0,84309000.0,243660000.0,280777000.0,240384000.0,Risky,Lake Charles,LA,0.23749950702281217,0.03718738203760148,0.86780612372096
BankUnited,58979.0,-0.03533472761952039,-0.6668521396689141,-0.04092941975714304,-0.010954309155836728,0.003525269868287273,-0.023791521015258277,35784457000.0,301164000.0,9077440000.0,24463157000.0,26068879000.0,19486280000.0,Risky,Miami Lakes,FL,0.25366991037477526,0.008416056166508269,0.9384046394937043
Gulf Capital Bank,59185.0,-0.03379149440975804,-0.5395339012884601,0.026343059721843476,-0.04644570085442934,-0.005591868631195429,0.001839922883897449,513935000.0,13080000.0,244634000.0,240166000.0,384293000.0,261905000.0,Risky,Houston,TX,0.47600182902507127,0.02545068928950159,0.6249554376478365
Athol Savings Bank,90146.0,0.003124547807095812,-0.462112234227954,-0.022122489686749125,0.03175111823219168,0.02963340122199587,-0.00501242491418763,596183000.0,7716000.0,172568000.0,386365000.0,515661000.0,445245000.0,Risky,Athol,MA,0.28945474795490644,0.012942334820013317,0.7492616273094145
Bluestone Bank,90169.0,0.0037591389535165387,-0.5482131568182663,-0.031107526023891996,0.02743457278063488,-0.01241960523397645,-0.009181782445105813,1453915000.0,12149000.0,327911000.0,1051269000.0,1233481000.0,1129184000.0,Risky,Raynham,MA,0.225536568506412,0.008356059329465615,0.8522782272284697
Clinton Savings Bank,90181.0,0.001188841869878443,-0.23977923139820112,-0.015292295780100607,0.006330329165239901,-0.04618338493488072,-0.01161746690531329,707410000.0,7438000.0,147523000.0,508385000.0,602587000.0,507486000.0,Risky,Clinton,MA,0.20853960221088194,0.010514411727286864,0.8436707064706009
